Year,Length,Title,Subject,Actor,Actress,Director,Popularity,Awards
1966,104.0,A Fine Madness,Comedy,"Connery, Sean","Woodward, Joanne","Kershner, Irvin",6.0,No
1987,134.0,The Glass Menagerie,Drama,"Malkovich, John","Woodward, Joanne","Newman, Paul",68.0,No
1989,117.0,Harry & Son,Drama,"Newman, Paul","Woodward, Joanne","Newman, Paul",57.0,No
1968,102.0,"Rachel, Rachel",Drama,"Olson, James","Woodward, Joanne","Newman, Paul",32.0,No
1961,98.0,Paris Blues,Drama,"Newman, Paul","Woodward, Joanne","Ritt, Martin",54.0,No
1960,135.0,The Fugitive Kind,Drama,"Brando, Marlon","Woodward, Joanne",Unknown,3.0,No
1993,120.0,Mr. & Mrs. Bridge,Drama,"Newman, Paul","Woodward, Joanne",Unknown,29.0,No
1991,144.0,State of Grace,Drama,"Penn, Sean","Wright, Robin","Joanou, Phil",49.0,No
1943,108.0,Shadow of a Doubt,Drama,"Cotten, Joseph","Wright, Teresa","Hitchcock, Alfred",32.0,No
1950,85.0,The Men,Drama,"Brando, Marlon","Wright, Teresa","Zinnemann, Fred",27.0,No
1950,110.0,Stage Fright,Mystery,"Wilding, Michael","Wyman, Jane","Hitchcock, Alfred",72.0,No
1947,103.0,Magic Town,Drama,"Stewart, James","Wyman, Jane","Wellman, William",4.0,No
1975,93.0,That Lucky Touch,Action,"Moore, Roger","York, Susannah","Miles, Christopher",85.0,No
1949,90.0,Lust for Gold,Drama,"Ford, Glenn","Young, Gig","Simon, S. Sylvan",57.0,No
1987,103.0,Heat,Mystery,"Reynolds, Burt","Young, Karen","Jameson, Jerry",69.0,No
1993,75.0,Employee's Entrance,Drama,"William, Warren","Young, Loretta",Unknown,0.0,No
1947,87.0,Night Is My Future,Drama,"Malmsten, Birger","Zetterling, Mai","Bergman, Ingmar",17.0,No
1990,92.0,The Witches,Science Fiction,"Fisher, Jasen","Zetterling, Mai","Roeg, Nicolas",18.0,No
1953,94.0,Vera Cruz,Action,"Cooper, Gary",Unknown,"Aldrich, Robert",71.0,No
1954,91.0,Apache,Western,"Lancaster, Burt",Unknown,"Aldrich, Robert",78.0,No
1977,146.0,Twilight's Last Gleaming,Drama,"Lancaster, Burt",Unknown,"Aldrich, Robert",84.0,No
1979,119.0,The Frisco Kid,Comedy,"Wilder, Gene",Unknown,"Aldrich, Robert",10.0,No
1954,30.0,Bank on the Stars,Drama,"Paar, Jack",Unknown,"Allen, Craig",50.0,No
1987,100.0,Law of Desire,Drama,"Maura, Carmen",Unknown,"Almodóvar, Pedro",73.0,No
1966,103.0,The Quiller Memorandum,Mystery,"Segal, George",Unknown,"Anderson, Michael",34.0,No
1962,183.0,The Longest Day,War,"Wayne, John",Unknown,"Annakin, Ken",7.0,No
1986,128.0,The Name of the Rose,Drama,"Connery, Sean",Unknown,"Annaud, Jean-Jacques",8.0,No
1988,92.0,Bloodsport,Action,"Van Damme, Jean-Claude",Unknown,"Arnold, Newt",78.0,No
1986,85.0,Torment,Horror,"Gilbert, Taylor",Unknown,"Aslanian, Samson",8.0,No
1988,138.0,Pelle the Conqueror,Drama,"Sydow, Max von",Unknown,"August, Bille",14.0,Yes
1981,118.0,Taps,Drama,"Hutton, Timothy",Unknown,"Becker, Harold",84.0,No
1991,102.0,The Freshman,Comedy,"Brando, Marlon",Unknown,"Bergman, Andrew",32.0,No
1987,164.0,The Last Emperor,Drama,"Lone, John",Unknown,"Bertolucci, Bernardo",1.0,Yes
1962,100.0,The Grim Reaper,Drama,"Rulu, Francesco",Unknown,"Bertolucci, Bernardo",35.0,No
1983,90.0,Le Dernier Combat,Drama,"Jolivet, Pierre",Unknown,"Besson, Luc",72.0,No
1989,91.0,Too Beautiful for You,Drama,"Depardieu, Gérard",Unknown,"Blier, Bertrand",35.0,No
1991,105.0,"Fire, Ice & Dynamite",Action,"Moore, Roger",Unknown,"Bogner, Willy",72.0,No
1963,113.0,Heavens Above,Comedy,"Sellers, Peter",Unknown,"Boulting, John",38.0,No
1961,141.0,One Eyed Jacks,Western,"Malden, Karl",Unknown,"Brando, Marlon",26.0,No
1987,94.0,The Wolf at the Door,Drama,"Sutherland, Donald",Unknown,"Carlsen, Henning",68.0,No
1936,87.0,Modern Times,Comedy,"Chaplin, Charles",Unknown,"Chaplin, Charles",4.0,No
1991,114.0,Thunderbolt & Lightfoot,Action,"Eastwood, Clint",Unknown,"Cimino, Michael",16.0,No
1931,87.0,A Nous la Liberte,Drama,"Marchand, Henri",Unknown,"Clair, Rene",60.0,No
1979,95.0,Scum,Action,"Winstone, Ray",Unknown,"Clarke, Alan",68.0,No
1984,90.0,The Inside Man,Action,"Hopper, Dennis",Unknown,"Clegg, Tom",45.0,No
1979,153.0,Apocalypse Now,Drama,"Brando, Marlon",Unknown,"Coppola, Francis Ford",8.0,No
1990,94.0,The Bellboy & the Playgirls,Drama,"Wilkinson, June",Unknown,"Coppola, Francis Ford",7.0,No
1963,81.0,The Terror,Horror,"Karloff, Boris",Unknown,"Corman, Roger",88.0,No
1963,86.0,The Raven,Horror,"Price, Vincent",Unknown,"Corman, Roger",85.0,No
1975,87.0,They Came from Within,Horror,"Hampton, Paul",Unknown,"Cronenberg, David",21.0,No
1986,97.0,The Boy in Blue,Drama,"Cage, Nicolas",Unknown,"Dale, Cynthia",63.0,No
1991,87.0,Killer Tomatoes Strike Back,Comedy,"Astin, John",Unknown,"De Bello, John",24.0,No
1979,87.0,Attack of the Killer Tomatoes,Comedy,"Wilson, George",Unknown,"De Bello, John",47.0,No
1987,119.0,The Untouchables,Drama,"Connery, Sean",Unknown,"De Palma, Brian",7.0,Yes
1986,91.0,Wise Guys,Comedy,"Piscopo, Joe",Unknown,"De Palma, Brian",16.0,No
1989,90.0,American Autobahn,Drama,"Jalenak, Jan",Unknown,"Degas, Andre",75.0,No
1990,94.0,The Final Alliance,Action,"Hasselhoff, David",Unknown,"Di Leo, Mario",10.0,No
1984,130.0,The Bounty,Drama,"Gibson, Mel",Unknown,"Donaldson, Roger",25.0,No
1974,89.0,The Little Prince,Music,"Kiley, Richard",Unknown,"Donen, Stanley",31.0,No
1975,94.0,Posse,Western,"Douglas, Kirk",Unknown,"Douglas, Kirk",76.0,No
1982,136.0,Firefox,Action,"Eastwood, Clint",Unknown,"Eastwood, Clint",64.0,No
1987,91.0,Penitentiary III,Action,"Kennedy, Leon Isaac",Unknown,"Fanaka, Jamaa",82.0,No
1993,120.0,Ginger & Fred,Comedy,"Mastroianni, Marcello",Unknown,"Fellini, Federico",29.0,No
1966,107.0,The Wrong Box,Comedy,"Mills, John",Unknown,"Forbes, Bryan",40.0,No
1990,86.0,Wagonmaster,Western,"Johnson, Ben",Unknown,"Ford, John",1.0,No
1945,135.0,They Were Expendable,War,"Montgomery, Robert",Unknown,"Ford, John",88.0,No
1991,125.0,The Last Hurrah,Drama,"Tracy, Spencer",Unknown,"Ford, John",46.0,No
1949,59.0,Law of the Golden West,Western,"Hale, Monte",Unknown,"Ford, Philip",1.0,No
1949,60.0,Pioneer Marshal,Western,"Hale, Monte",Unknown,"Ford, Philip",8.0,No
1949,60.0,Ranger of the Cherokee Strip,Western,"Hale, Monte",Unknown,"Ford, Philip",31.0,No
1950,60.0,Vanishing Westerner,Western,"Hale, Monte",Unknown,"Ford, Philip",6.0,No
1948,59.0,Bandits of Dark Canyon,Western,"Lane, Allan",Unknown,"Ford, Philip",72.0,No
1948,60.0,The Bold Frontiersman,Western,"Lane, Allan",Unknown,"Ford, Philip",18.0,No
1948,59.0,The Wild Frontier,Western,"Lane, Allan",Unknown,"Ford, Philip",61.0,No
1968,73.0,The Firemen's Ball,Comedy,"Vostrcil, Jan",Unknown,"Forman, Milos",8.0,No
1983,112.0,Local Hero,Comedy,"Riegert, Peter",Unknown,"Forsyth, Bill",54.0,No
1971,104.0,The French Connection,Drama,"Hackman, Gene",Unknown,"Friedkin, William",88.0,Yes
1985,114.0,To Live & Die in L. A.,Action,"Stockwell, Dean",Unknown,"Friedkin, William",70.0,No
1961,113.0,Ferry to Hong Kong,Drama,"Welles, Orson",Unknown,"Gilbert, Lewis",77.0,No
1983,69.0,"Eddie Murphy, Delirious",Comedy,"Murphy, Eddie",Unknown,"Gower, Bruce",6.0,No
1984,77.0,The Secret Policeman's Private Parts,Comedy,"Cleese, John",Unknown,"Graef, Roger",36.0,No
1958,83.0,Up the Creek,Comedy,"Sellers, Peter",Unknown,"Guest, Val",54.0,No
1982,111.0,Yol,Drama,"Akan, Tarik",Unknown,"Guney, Yilmaz",53.0,No
1989,150.0,Sara Dane,Drama,"Hopkins, Harold",Unknown,"Hardy, Rod",75.0,No
1988,84.0,Night Tide,Drama,"Muir, Gavin",Unknown,"Harrington, Curtis",50.0,No
1953,92.0,His Majesty O'Keefe,Action,"Lancaster, Burt",Unknown,"Haskin, Byron",3.0,No
1960,122.0,North to Alaska,Western,"Wayne, John",Unknown,"Hathaway, Henry",31.0,No
1966,76.0,Flight to Fury,Action,"Nicholson, Jack",Unknown,"Hellman, Monte",70.0,No
1966,82.0,Ride in the Whirlwind,Western,"Nicholson, Jack",Unknown,"Hellman, Monte",26.0,No
1970,93.0,Powderkeg,Western,"Taylor, Rod",Unknown,"Heyes, Douglas",26.0,No
1953,95.0,I Confess,Drama,"Clift, Montgomery",Unknown,"Hitchcock, Alfred",63.0,No
1935,88.0,The Thirty-Nine Steps,Science Fiction,"Donat, Robert",Unknown,"Hitchcock, Alfred",8.0,No
1969,126.0,Topaz,Mystery,"Forsythe, John",Unknown,"Hitchcock, Alfred",12.0,No
1930,95.0,Murder,Mystery,"Marshall, Herbert",Unknown,"Hitchcock, Alfred",50.0,No
1954,123.0,Dial M for Murder,Mystery,"Milland, Ray",Unknown,"Hitchcock, Alfred",52.0,No
1937,80.0,Young & Innocent,Mystery,"Pilbeam, Nova",Unknown,"Hitchcock, Alfred",43.0,No
1976,95.0,Creature from Black Lake,Horror,"Elam, Jack",Unknown,"Houck, Joy, Jr.",88.0,No
1981,124.0,Chariots of Fire,Drama,"Cross, Ben",Unknown,"Hudson, Hugh",6.0,Yes
1982,81.0,Monty Python Live at the Hollywood Bowl,Comedy,"Chapman, Graham",Unknown,"Hughes, Terry",81.0,No
1975,129.0,The Man Who Would Be King,Drama,"Connery, Sean",Unknown,"Huston, John",6.0,No
1981,117.0,Victory,Drama,"Stallone, Sylvester",Unknown,"Huston, John",39.0,No
1970,146.0,Kelly's Heroes,War,"Eastwood, Clint",Unknown,"Hutton, Brian G.",84.0,No
1989,109.0,Next of Kin,Mystery,"Swayze, Patrick",Unknown,"Irvin, John",63.0,No
1990,96.0,Chattahoochee,Drama,"Oldman, Gary",Unknown,"Jackson, Mick",30.0,No
1985,82.0,The Angelic Conversation,Comedy,"Reynolds, Paul",Unknown,"Jarman, Derek",41.0,No
1986,107.0,Down by Law,Comedy,"Waits, Tom",Unknown,"Jarmusch, Jim",49.0,No
1984,141.0,The Killing Fields,Drama,"Waterston, Sam",Unknown,"Joffe, Roland",6.0,Yes
1992,85.0,Survival Zone,Action,"Ford, Terence",Unknown,"Jones, Chris",25.0,No
1979,94.0,Monty Python's Life of Brian,Comedy,"Chapman, Graham",Unknown,"Jones, Terry",11.0,No
1983,107.0,Monty Python's the Meaning of Life,Comedy,"Cleese, John",Unknown,"Jones, Terry",33.0,No
1971,121.0,The Red Tent,Action,"Finch, Peter",Unknown,"Kalatozov, Mikhail",7.0,No
1945,82.0,Dakota,Western,"Wayne, John",Unknown,"Kane, Joseph",27.0,No
1952,112.0,Viva Zapata!,Drama,"Brando, Marlon",Unknown,"Kazan, Elia",86.0,Yes
1968,133.0,The Green Berets,War,"Wayne, John",Unknown,"Kellogg, Ray",36.0,No
1990,90.0,Big Bad John,Action,"English, Doug",Unknown,"Kennedy, Burt",84.0,No
1937,71.0,The Ticket of Leave Man,Mystery,"Slaughter, Tod",Unknown,"King, George",45.0,No
1956,106.0,The D-Day Sixth of June,War,"Taylor, Robert",Unknown,"Koster, Henry",84.0,No
1974,121.0,The Apprenticeship of Duddy Kravitz,Drama,"Dreyfuss, Richard",Unknown,"Kotcheff, Ted",64.0,Yes
1971,138.0,A Clockwork Orange,Science Fiction,"McDowell, Malcolm",Unknown,"Kubrick, Stanley",83.0,Yes
1991,117.0,Full Metal Jacket,War,"Modine, Matthew",Unknown,"Kubrick, Stanley",45.0,No
1943,82.0,Sanshiro Sugata,Drama,"Fujita, Susumu",Unknown,"Kurosawa, Akira",85.0,No
1991,97.0,Rhapsody in August,Drama,"Gere, Richard",Unknown,"Kurosawa, Akira",50.0,No
1946,110.0,No Regrets for Our Youth,Drama,"Hara, Setsuko",Unknown,"Kurosawa, Akira",31.0,No
1960,152.0,The Bad Sleep Well,Drama,"Mifune, Toshiro",Unknown,"Kurosawa, Akira",65.0,No
1951,166.0,The Idiot,Drama,"Mifune, Toshiro",Unknown,"Kurosawa, Akira",40.0,No
1951,83.0,Rashomon,Drama,"Mifune, Toshiro",Unknown,"Kurosawa, Akira",59.0,Yes
1962,96.0,Sanjuro,Mystery,"Mifune, Toshiro",Unknown,"Kurosawa, Akira",6.0,No
1955,200.0,Seven Samurai,Drama,"Mifune, Toshiro",Unknown,"Kurosawa, Akira",9.0,No
1957,110.0,Throne of Blood,Drama,"Mifune, Toshiro",Unknown,"Kurosawa, Akira",60.0,No
1961,110.0,Yojimbo,Action,"Mifune, Toshiro",Unknown,"Kurosawa, Akira",60.0,No
1980,161.0,Kagemusha,Drama,"Nakadai, Tatsuya",Unknown,"Kurosawa, Akira",74.0,Yes
1952,134.0,Ikiru,Drama,"Shimura, Takashi",Unknown,"Kurosawa, Akira",36.0,No
1987,90.0,Empire of Spiritual Ninja,Action,"Berlin, Tom",Unknown,"Lambert, Bruce",26.0,No
1986,90.0,"Ninja, the Violent Sorcerer",Action,Unknown,Unknown,"Lambert, Bruce",50.0,No
1926,139.0,Metropolis,Science Fiction,"Abel, Alfred",Unknown,"Lang, Fritz",49.0,No
1946,106.0,Cloak & Dagger,Mystery,"Cooper, Gary",Unknown,"Lang, Fritz",55.0,No
1920,137.0,Spiders,Drama,"De Vogy, Carl",Unknown,"Lang, Fritz",29.0,No
1954,90.0,Human Desire,Drama,"Ford, Glenn",Unknown,"Lang, Fritz",27.0,No
1928,130.0,Spies,Drama,"Klein-Rogge, Rudolf",Unknown,"Lang, Fritz",49.0,No
1933,120.0,The Testament of Dr. Mabuse,Drama,"Klein-Rogge, Rudolf",Unknown,"Lang, Fritz",4.0,No
1991,95.0,Fury,Drama,"Tracy, Spencer",Unknown,"Lang, Fritz",48.0,No
1990,129.0,Mo' Better Blues,Drama,"Washington, Denzel",Unknown,"Lee, Spike",78.0,No
1989,30.0,Matt Talbot,Drama,"Ford, Seamus",Unknown,"Lennon, Biddy W.",35.0,No
1989,55.0,"Will Rogers, Look Back in Laughter",Comedy,"Williams, Robin",Unknown,"Leo, Malcolm",6.0,No
1991,130.0,For a Few Dollars More,Westerns,"Eastwood, Clint",Unknown,"Leone, Sergio",34.0,No
1944,139.0,Thirty Seconds over Tokyo,War,"Tracy, Spencer",Unknown,"LeRoy, Mervyn",45.0,No
1982,93.0,Class of 1984,Drama,"King, Perry",Unknown,"Lester, Mark L.",23.0,No
1974,109.0,Juggernaut,Action,"Harris, Richard",Unknown,"Lester, Richard",63.0,No
1987,120.0,"Good Morning, Vietnam",Comedy,"Williams, Robin",Unknown,"Levinson, Barry",37.0,No
1945,94.0,Blood on the Sun,Drama,"Cagney, James",Unknown,"Lloyd, Frank",76.0,No
1969,161.0,Paint Your Wagon,Music,"Marvin, Lee",Unknown,"Logan, Joshua",46.0,No
1964,105.0,Ensign Pulver,Comedy,"Walker, Robert, Jr.",Unknown,"Logan, Joshua",16.0,No
1976,92.0,Street People,Action,"Moore, Roger",Unknown,"Lucidi, Maurizio",25.0,No
1984,83.0,The Manhunt,Action,"Borgnine, Ernest",Unknown,"Ludman, Larry",34.0,No
1987,85.0,Operation Nam,War,"Wayne, John Ethan",Unknown,"Ludman, Larry",37.0,No
1944,100.0,The Fighting Seabees,War,"Wayne, John",Unknown,"Ludwig, Edward",35.0,No
1988,75.0,Let It Rock,Drama,"Hopper, Dennis",Unknown,"Lynch, David",32.0,No
1978,90.0,Eraserhead,Horror,"Nance, John",Unknown,"Lynch, David",2.0,No
1955,87.0,The Ladykillers,Comedy,"Guinness, Alec",Unknown,"Mackendrick, Alexander",28.0,No
1957,97.0,Sweet Smell of Success,Drama,"Lancaster, Burt",Unknown,"Mackendrick, Alexander",12.0,No
1971,88.0,And Now for Something Completely Different,Comedy,"Cleese, John",Unknown,"MacNaughton, Ian",44.0,No
1984,92.0,Crackers,Action,"Sutherland, Donald",Unknown,"Malle, Louis",17.0,No
1991,89.0,Green Glove,Drama,"Ford, Glenn",Unknown,"Mate, Rudolph",54.0,No
1970,89.0,Menace on the Mountain,Action,"Crowley, Pat",Unknown,"McEveety, Vincent",69.0,No
1940,90.0,In Old California,Western,"Wayne, John",Unknown,"McGann, William",27.0,No
1967,85.0,"Thirty Is a Dangerous Age, Cynthia",Comedy,"Moore, Dudley",Unknown,"McGrath, Joseph",28.0,No
1980,99.0,Ffolkes,Action,"Moore, Roger",Unknown,"McLaglen, Andrew V.",62.0,No
1970,111.0,Chisum,Western,"Wayne, John",Unknown,"McLaglen, Andrew V.",72.0,No
1990,135.0,The Hunt for Red October,Drama,"Connery, Sean",Unknown,"McTiernan, John",8.0,No
1966,123.0,Closely Watched Trains,Drama,"Neckar, Vaclav",Unknown,"Menzel, Jiri",75.0,Yes
1973,91.0,Executive Action,Drama,"Lancaster, Burt",Unknown,"Miller, David",6.0,No
1942,101.0,Flying Tigers,Action,"Wayne, John",Unknown,"Miller, David",61.0,No
1991,87.0,Father's Little Dividend,Comedy,"Tracy, Spencer",Unknown,"Minnelli, Vincente",52.0,No
1982,92.0,An Evening with Robin Williams,Comedy,"Williams, Robin",Unknown,"Mischer, Don",68.0,No
1987,90.0,Eddie Murphy Raw,Comedy,"Murphy, Eddie",Unknown,"Murphy, Eddie",51.0,No
1989,118.0,Harlem Nights,Comedy,"Murphy, Eddie",Unknown,"Murphy, Eddie",11.0,No
1973,93.0,Santee,Western,"Ford, Glenn",Unknown,"Nelson, Gary",47.0,No
1987,90.0,The Good Father,Drama,"Hopkins, Anthony",Unknown,"Newell, Mike",42.0,No
1971,115.0,Sometimes a Great Notion,Drama,"Newman, Paul",Unknown,"Newman, Paul",7.0,No
1970,117.0,Catch Twenty-Two,Comedy,"Arkin, Alan",Unknown,"Nichols, Mike",50.0,No
1988,90.0,Dark Age,Action,"Jarratt, John",Unknown,"Nicholson, Arch",3.0,No
1981,94.0,Deadline,Mystery,"Newman, Barry",Unknown,"Nicholson, Arch",9.0,No
1935,60.0,Mysterious Mr. Wong,Mystery,"Lugosi, Bela",Unknown,"Nigh, William",71.0,No
1988,92.0,A Month in the Country,Drama,"Firth, Colin",Unknown,"O'Connor, Pat",57.0,No
1990,97.0,The Prom Night III Last Kiss,Horror,"Conlon, Tim",Unknown,"Oliver, Ron",29.0,No
1990,120.0,"Blood in, Blood Out",Drama,"Penn, Sean",Unknown,"Olmos, Edward James",88.0,No
1989,94.0,The Wrong Arm of the Law,Comedy,"Sellers, Peter",Unknown,"Owen, Cliff",25.0,No
1987,116.0,Orphans,Drama,"Finney, Albert",Unknown,"Pakula, Alan J.",21.0,No
1976,139.0,All the President's Men,Drama,"Redford, Robert",Unknown,"Pakula, Alan J.",45.0,Yes
1987,73.0,J-Men Forever,Action,"Bergman, Peter",Unknown,"Patterson, Richard",59.0,No
1969,144.0,The Wild Bunch,Western,"Holden, William",Unknown,"Peckinpah, Sam",50.0,No
1988,92.0,Judgement in Berlin,Drama,"Sheen, Martin",Unknown,"Penn, Leo",13.0,No
1993,120.0,The Hot Line,Comedy,"Boyer, Charles",Unknown,"Perier, Etienne",70.0,No
1988,100.0,Rocket Gibraltar,Drama,"Lancaster, Burt",Unknown,"Petrie, Daniel",26.0,No
1975,112.0,The Yakuza,Action,"Mitchum, Robert",Unknown,"Pollack, Sydney",16.0,No
1972,116.0,Jeremiah Johnson,Drama,"Redford, Robert",Unknown,"Pollack, Sydney",88.0,No
1970,112.0,Burn!,Drama,"Brando, Marlon",Unknown,"Pontecorvo, Gillo",75.0,No
1973,122.0,Magnum Force,Action,"Eastwood, Clint",Unknown,"Post, Ted",28.0,No
1989,86.0,Cyborg,Action,"Van Damme, Jean-Claude",Unknown,"Pyun, Albert",31.0,No
1979,108.0,The Prisoner of Zenda,Comedy,"Sellers, Peter",Unknown,"Quine, Richard",12.0,No
1983,86.0,Scream,Horror,"Martin, Pepper",Unknown,"Quisenberry, Byron",24.0,No
1986,140.0,The Assault,Drama,"Lint, Derek De",Unknown,"Rademakers, Fons",71.0,Yes
1951,102.0,Flying Leathernecks,Action,"Wayne, John",Unknown,"Ray, Nicholas",23.0,No
1985,92.0,What Comes Around,Drama,"Reed, Jerry",Unknown,"Reed, Jerry",49.0,No
1980,123.0,Mon Oncle D'Amerique,Comedy,Roger-Pierre,Unknown,"Resnais, Alain",71.0,No
1972,92.0,The Culpepper Cattle Company,Western,"Grimes, Gary",Unknown,"Richards, Dick",29.0,No
1983,102.0,The Survivors,Comedy,"Matthau, Walter",Unknown,"Ritchie, Michael",52.0,No
1984,96.0,Roadhouse Sixty-Six,Action,"Dafoe, Willem",Unknown,"Robinson, John Mark",20.0,No
1991,60.0,"Burning Poles, Cecil Taylor in Performance",Music,"Taylor, Cecil",Unknown,"Rochlin, Sheldon",82.0,No
1987,98.0,Russkies,Action,"Hubley, Whip",Unknown,"Rosenthal, Rick",87.0,No
1990,96.0,My Blue Heaven,Comedy,"Martin, Steve",Unknown,"Ross, Herbert",63.0,No
1990,103.0,Altered States,Science Fiction,"Hurt, William",Unknown,"Russell, Ken",22.0,No
1972,128.0,The Cowboys,Western,"Wayne, John",Unknown,"Rydell, Mark",58.0,No
1985,95.0,"Code Name, Emerald",Drama,"Harris, Ed",Unknown,"Sanger, Jonathan",22.0,No
1970,170.0,Patton,War,"Scott, George C.",Unknown,"Schaffner, Franklin J.",8.0,Yes
1969,123.0,Midnight Cowboy,Drama,"Hoffman, Dustin",Unknown,"Schlesinger, John",33.0,Yes
1985,131.0,The Falcon & the Snowman,Drama,"Hutton, Timothy",Unknown,"Schlesinger, John",61.0,No
1976,112.0,Maitresse,Drama,"Ogier, Bulle",Unknown,"Schroeder, Barbet",39.0,No
1987,86.0,Disorderlies,Comedy,"Boys, The Fat",Unknown,"Schultz, Michael",69.0,No
1991,120.0,Raging Bull,Drama,"De Niro, Robert",Unknown,"Scorsese, Martin",25.0,No
1991,60.0,Garrison Keillor's Home,Comedy,"Keillor, Garrison",Unknown,"Sevush, Herb",6.0,No
1938,55.0,Overland Stage Raiders,Western,"Wayne, John",Unknown,"Sherman, George",83.0,No
1938,55.0,Pals of the Saddle,Western,"Wayne, John",Unknown,"Sherman, George",33.0,No
1982,92.0,Alone in the Dark,Horror,"Schultz, Dwight",Unknown,"Sholder, Jack",75.0,No
1971,109.0,The Beguiled,Drama,"Eastwood, Clint",Unknown,"Siegel, Don",60.0,No
1979,112.0,Escape from Alcatraz,Drama,"Eastwood, Clint",Unknown,"Siegel, Don",22.0,No
1948,88.0,Criss Cross,Drama,"Lancaster, Burt",Unknown,"Siodmak, Robert",77.0,No
1976,132.0,Midway,War,"Heston, Charlton",Unknown,"Smight, Jack",36.0,No
1990,126.0,Indiana Jones & the Last Crusade,Action,"Ford, Harrison",Unknown,"Spielberg, Steven",8.0,No
1993,90.0,Duel,Mystery,"Weaver, Dennis",Unknown,"Spielberg, Steven",48.0,No
1991,193.0,Separate but Equal,Drama,"Poitier, Sidney",Unknown,"Stevens, George, Jr.",56.0,No
1924,123.0,Gosta Berling's Saga,Drama,"Hanson, Lars",Unknown,"Stiller, Mauritz",63.0,No
1986,120.0,Platoon,Drama,"Sheen, Charlie",Unknown,"Stone, Oliver",8.0,Yes
1963,89.0,The Crawling Hand,Science Fiction,"Breck, Peter",Unknown,"Strock, Herbert L.",79.0,No
1971,100.0,Willy Wonka & the Chocolate Factory,Music,"Wilder, Gene",Unknown,"Stuart, Mel",65.0,No
1971,88.0,Joe Kidd,Western,"Eastwood, Clint",Unknown,"Sturges, John",79.0,No
1985,104.0,The Santa Claus Movie,Comedy,"Moore, Dudley",Unknown,"Szwarc, Jeannot",19.0,No
1938,96.0,Boys Town,Drama,"Tracy, Spencer",Unknown,"Taurog, Norman",21.0,Yes
1990,59.0,"Erasure, Live Wild!",Music,Unknown,Unknown,"Taylor, Gavin",48.0,No
1982,150.0,A Question of Honor,Drama,"Gazzara, Ben",Unknown,"Taylor, Jud",80.0,No
1947,61.0,Check Your Guns,Western,"Dean, Eddie",Unknown,"Taylor, Ray",80.0,No
1947,56.0,West to Glory,Western,"Dean, Eddie",Unknown,"Taylor, Ray",43.0,No
1937,60.0,The Throwback,Western,"Jones, Buck",Unknown,"Taylor, Ray",53.0,No
1992,54.0,Border Feud,Action,"LaRue, Lash",Unknown,"Taylor, Ray",43.0,No
1947,58.0,The Fighting Vigilantes,Western,"LaRue, Lash",Unknown,"Taylor, Ray",21.0,No
1947,53.0,Law of the Lash,Western,"LaRue, Lash",Unknown,"Taylor, Ray",66.0,No
1949,66.0,Outlaw Country,Western,"LaRue, Lash",Unknown,"Taylor, Ray",62.0,No
1992,53.0,Return of the Lash,Action,"LaRue, Lash",Unknown,"Taylor, Ray",78.0,No
1937,60.0,Mystery of the Hooded Horsemen,Western,"Ritter, Tex",Unknown,"Taylor, Ray",52.0,No
1937,60.0,Tex Rides with the Boy Scouts,Western,"Ritter, Tex",Unknown,"Taylor, Ray",17.0,No
1949,59.0,Shadows of the West,Western,"Wilson, Whip",Unknown,"Taylor, Ray",40.0,No
1991,102.0,Instant Karma,Comedy,"Cassidy, David",Unknown,"Taylor, Roderick",47.0,No
1957,73.0,Time Lock,Drama,"Connery, Sean",Unknown,"Thomas, Gerald",5.0,No
1953,79.0,Appointment in Honduras,Drama,"Ford, Glenn",Unknown,"Tourneur, Jacques",7.0,No
1982,136.0,Danton,Drama,"Depardieu, Gérard",Unknown,"Wajda, Andrzej",5.0,No
1960,164.0,The Alamo,Action,"Wayne, John",Unknown,"Wayne, John",29.0,No
1986,91.0,"La Chevre, (The Goat)",Drama,"Depardieu, Gérard",Unknown,"Veber, Francis",24.0,No
1985,109.0,Les Comperes,Comedy,"Richard, Pierre",Unknown,"Veber, Francis",54.0,No
1990,128.0,Dead Poets Society,Drama,"Williams, Robin",Unknown,"Weir, Peter",8.0,Yes
1952,93.0,The Othello Lost Masterpiece,Drama,"Welles, Orson",Unknown,"Welles, Orson",23.0,No
1949,119.0,The Battleground,War,"Johnson, Van",Unknown,"Wellman, William",7.0,No
1976,176.0,Kings of the Road (In the Course of Time),Drama,"Vogler, Rudiger",Unknown,"Wenders, Wim",41.0,No
1990,98.0,Hiroshima,Drama,"Nelson, Judd",Unknown,"Werner, Peter",17.0,No
1982,111.0,The Return of Martin Guerre,Drama,"Depardieu, Gérard",Unknown,"Vigne, Daniel",51.0,No
1956,97.0,Somebody up There Likes Me,Drama,"Newman, Paul",Unknown,"Wise, Robert",56.0,No
1955,57.0,Jack Benny Show,Comedy,"Benny, Jack",Unknown,Unknown,51.0,No
1962,182.0,Mutiny on the Bounty,Action,"Brando, Marlon",Unknown,Unknown,35.0,No
1989,120.0,"Death Valley Days, Deadly Decision",Western,"Caan, James",Unknown,Unknown,9.0,No
1986,60.0,Monty Python's Flying Circus,Comedy,"Chapman, Graham",Unknown,Unknown,4.0,No
1986,60.0,"Monty Python's Flying Circus, Vol 1.",Comedy,"Chapman, Graham",Unknown,Unknown,24.0,No
